2022-01-06,Ê mày,text,viewed,0
2022-01-06,"Tao đây, mày sao thế đấy?",text,viewed,1
2022-01-06,...,text,viewed,1
2022-01-06,"Code của mình mới bị lỗi kì mày, trời ơi",text,viewed,0
2022-01-06,Không ổn rồi,text,viewed,1
2022-01-06,Chắc tao vs mày kiếm với xài thử mấy cái tool sửa lỗi auto thử,text,viewed,1
2022-01-06,"Xui ghê, đang yên đang lành mình đang đi đúng hướng nữa, tự nhiên đùng 1 cái",text,viewed,1
2022-01-07,Sao vậy,text,viewed,1
2022-01-07,Có gì hong,text,viewed,0
2022-01-07,Ko gì nhiều,text,viewed,1
2022-01-07,Hôm nay của m sao,text,viewed,0
2022-01-07,T mới có điểm thi cuối kỳ,text,viewed,1
2022-01-07,Và nó nát lắm,text,viewed,1
2022-01-07,Chia buồn cùng m nhe,text,viewed,0
2022-01-07,Mà có lý do nào cho việc này hong,text,viewed,0
2022-01-07,"Tao rớt DSA 2 lần rồi, và tương lai nó mờ mịt quá m",text,viewed,1
2022-01-07,Sao lúc nào tao cũng phải xui như vậy,text,viewed,1
2022-01-07,Thấy rớt môn bình thường mà,text,viewed,0
2022-01-07,Tao biết một thằng rớt 5 trên 6 môn tổng cộng kì này rồi á)),text,viewed,0
2022-01-07,"Tao chỉ muốn dừng, tao chán cái cảnh này lắm rồi)",text,viewed,1
2022-01-07,Mà m cũng nhờ bạn giúp đc mà,text,viewed,0
2022-01-07,Chắc cũng có t1 2 đứa bạn m qua môn đó mà đúng ko,text,viewed,0
2022-01-07,"yeah, chắc v đó",text,viewed,1
2022-01-07,M chỉ cần đặt ra là 5.5 hoặc 8 là được vừa đủ qua môn rồi,text,viewed,0
2022-01-07,Chưa chắc ai qua môn mà cũng điểm cao hết,text,viewed,1
2022-01-07,Tao nghĩ tao sẽ bỏ học,text,viewed,1
2022-01-07,Cái trường này nó quá mức vs tao rồi,text,viewed,1
2022-01-07,Vậy nói tao nghe,text,viewed,0
2022-01-07,Từ ban đầu sao mày lại chọn ở đây? Tao nghĩ có nguyên nhân tốt mà đúng hong?,text,viewed,0
2022-01-07,Tao ko muốn nói về việc đó,text,viewed,1
2022-01-07,Một lầm thực sự,text,viewed,1
2022-01-07,Vậy tại sao m lại nghĩ như v?,text,viewed,0
2022-01-07,"Tao nghĩ lúc đó thì là một quyết định đúng đắn, nhưng mà lúc đó thì m nghĩ gì",text,viewed,0
2022-01-07,"Tao còn k qua nổi môn cơ bản, chưa đủ tệ hả",text,viewed,1
2022-01-07,"Rớt một môn cơ bản ko có nghĩ là mày học dở, chỉ đơn giản gặp nhiều khó khăn hơn người khác thôi",text,viewed,0
2022-01-07,"Khi nào m sẵn sàng, thì t chắc là m có thể qua đc mà",text,viewed,0
2022-01-07,"Tao cũng ko biết nữa, hy vọng dc",text,viewed,1
2022-01-07,"Cảm ơn mày, chắc tao nằm nghỉ một xíu",text,viewed,1
2022-01-08,Hé lô mày,text,viewed,1
2022-01-08,"Hi, mày ngủ ngon ko",text,viewed,0
2022-01-08,"Cũng tạm, ko tệ lắm, mày sao",text,viewed,1
2022-01-08,Cũng ko ổn lắm,text,viewed,0
2022-01-08,T uống cà phê hồi 8g tối hôm qua nên ngủ hơi khó với ko sâu,text,viewed,0
2022-01-08,Cũng đúng,text,viewed,1
2022-01-08,Tao vẫn nghĩ về việc rớt môn,text,viewed,1
2022-01-08,Hmmm nghĩ như này thử,text,viewed,0
2022-01-08,Có hàng trăm người vs hàng trăm cách học khác nhau,text,viewed,0
2022-01-08,Nhưng chỉ có một người giáo viên thôi mày,text,viewed,0
2022-01-08,Vậy thì một người thầy cũng không chắc dạy cho lớp đó một cách tốt nhất được đúng ko?,text,viewed,0
2022-01-08,"Yeah, I may think about it... I hope I can over this hard time. Ừ để t thử nghĩ như vậy, mong là vượt qua được",text,viewed,0
2022-01-08,Chắc phương pháp học của mày ko phù hợp vs thầy thôi chứ ko có gì đâu.,text,viewed,0
2022-01-08,"Điều mày cần làm bây giờ là tìm ra cách học cho DSA, t chắc làm sẽ vượt qua được thôi",text,viewed,1
2022-01-08,Xíu tao nhắn m nha,text,viewed,1
2022-01-08,Bái bai,text,viewed,0
2022-01-09,Ê mày sao cứ như kiểu cuộc đời này nó chống lại t á,text,viewed,1
2022-01-09,"Là sao, gặp chuyện gì nữa hả",text,viewed,0
2022-01-09,Chuyện học hành đã chẳng ra gì rồi mà tới chuyện bạn bè cũng gặp vấn đề nữa,text,viewed,1
2022-01-09,Nói kĩ hơn đi mày,text,viewed,0
2022-01-09,M nhớ hồi đó t kể t có đứa bạn quen bồ nó xong bỏ rơi t không?,text,viewed,1
2022-01-09,"Ừa nhớ, mà làm gì tới nỗi bỏ rơi m, nói gì tiêu cực quá vậy",text,viewed,0
2022-01-09,Không mày ơi thực sự là không khác gì bỏ rơi luôn á,text,viewed,1
2022-01-09,"Lúc t buồn vì chuyện điểm số, nhắn nó cũng không trả lời, có thì lại kêu t làm quá lên blah blah, có lúc còn chửi t nữa",text,viewed,1
2022-01-09,"T rủ đi chơi thì lúc nào cũng kêu hẹn đi với bồ, gần như giờ cuộc sống của nó xoay quanh con nhỏ đó luôn á",text,viewed,1
2022-01-09,"T nghĩ là mỗi người khi yêu sẽ có 1 quan điểm, ví dụ như dành hết thời gian cho người kia",text,viewed,0
2022-01-09,Có người thì cân bằng cả 2 mặt yêu đương và bạn bè,text,viewed,0
2022-01-09,Nhưng không có nghĩa là nó không coi m là bạn nữa đâu,text,viewed,0
2022-01-09,T biết là nó làm như vậy khiến m khó chịu nhưng m cố hiểu và thông cảm cho nó đi,text,viewed,0
2022-01-09,"M có thể nói chuyện với t mà, t không thấy phiền chút nào đâu",text,viewed,0
2022-01-09,"Kể cả vậy thì nó với t cũng từng rất thân mà, lúc nào cũng ở cạnh nhau luôn ấy, đột ngột làm vậy t bất ngờ lắm chứ",text,viewed,1
2022-01-09,"T chắc chắn là m vẫn quan trọng đối với nó thôi, chỉ là nó ko thể cân bằng giữa bạn bè và tình yêu nên đành phải làm vậy",text,viewed,0
2022-01-09,M nói cũng có lý,text,viewed,1
